name,url,level,rating,price
Writers.ph ( Essaywriters affiliate) intermediate level,https://accountsplace.co.ke/ads/writersph_essaywriters_affiliate_intermediate_level1683872704,Intermediate,💯,"KES 110,000"
"Studypool Top Tutor, 30 orders, 97%, 3 badges (Business, Humanities and Economics)",https://accountsplace.co.ke/ads/studypool_top_tutor_30_orders_97_3_badges_business_humanities_and_economics1683872409,Top Tutor,97%,"KES 49,000"
"Studypool rising star, 30 orders, 100%, 3 badges (Business, Health medical, and Science)",https://accountsplace.co.ke/ads/studypool_rising_star_30_orders_100_3_badges_business_health_medical_and_science1683872349,Rising star,100%,"KES 35,000"
"Studypool TOPTUTOR account, rating: 100%, 14 orders, 3 badges (WRITING, Science, & comp science)",https://accountsplace.co.ke/ads/studypool_toptutor_account_rating_100_14_orders_3_badges_writing_science_comp_science1683872261,Top Tutor,100%,"KES 54,000"
"Studypool standard acc, rated 96% after 600 orders, 6 badges (Business, Humanities, Health medical, WRITING, Economics, and comp science)",https://accountsplace.co.ke/ads/studypool_standard_acc_rated_96_after_600_orders_6_badges_business_humanities_health_medical_writing_economics_and_comp_science1683872230,Standard,96%,"KES 50,000"
"Studypool Top tutor, rated 99% after completing 255 orders, 3 prime subject badges (Business, Humanities, and Health medical).Clean",https://accountsplace.co.ke/ads/studypool_top_tutor_rated_99_after_completing_255_orders_3_prime_subject_badges_business_humanities_and_health_medicalclean1683872189,Top Tutor,99%,"KES 120,000"
We Write Blog Posts,https://accountsplace.co.ke/ads/we_write_blog_posts1683872146,N/A,N/A,"KES 55,000"
Nerdy Turtlez Non technical Account,https://accountsplace.co.ke/ads/nerdy_turtlez_non_technical_account1683871665,superior,4/5,"KES 12,000"
edusson intermediate 4.8 done 50 orders,https://accountsplace.co.ke/ads/edusson_intermediate_48_done_50_orders1681644966,intermediate,4.8,"KES 140,000"
texbroker level 3 USA 5 orders,https://accountsplace.co.ke/ads/texbroker_level_3_usa_5_orders1681644893,used,used,"KES 23,000"
Intermediate  rated  4.8 done 49 orders with 1 order in progress,https://accountsplace.co.ke/ads/intermediate_rated_48_done_49_orders_with_1_order_in_progress1681642092,Intermediate,4.8,"KES 135,000"
"Studypool RISING STAR, 8 orders, rated 100%, 3 prime badges (Business, Humanities, and Health medical)",https://accountsplace.co.ke/ads/studypool_rising_star_8_orders_rated_100_3_prime_badges_business_humanities_and_health_medical1681638266,Rising star,100%,"KES 29,000"
"Bio, nursing, healthcare  Nursing, sociology n Psychology Sociology, nursing n healthcare Sociology, nursing n IT writeup",https://accountsplace.co.ke/ads/bio_nursing_healthcare_nursing_sociology_n_psychology_sociology_nursing_n_healthcare_sociology_nursing_n_it_writeup1681638229,NEW,0.70,"KES 22,000"
"Homeworkmarket, completed 3000+ orders, rated 4.8, earned over 11M. Affordable",https://accountsplace.co.ke/ads/homeworkmarket_completed_3000_orders_rated_48_earned_over_11m_affordable1681638183,Used,4.8,"KES 55,000"
"Studypool PARTNER Top Tutor, 130+ orders, 98%, 4 prime badges (Business, Humanities, Health medical, and Economics). South Africa profile",https://accountsplace.co.ke/ads/studypool_partner_top_tutor_130_orders_98_4_prime_badges_business_humanities_health_medical_and_economics_south_africa_profile1681638119,Top Tutor,98%,"KES 115,000"
"Studypool PARTNER Top Tutor, 26 questions, 96%, 2 key badges (Business and Health medical). Iko na $44 ndani. USA profile",https://accountsplace.co.ke/ads/studypool_partner_top_tutor_26_questions_96_2_key_badges_business_and_health_medical_iko_na_44_ndani_usa_profile1681638050,Top Tutor,96%,"KES 60,000"
"Studypool standard, 360+ orders, 96%, 2 badges (Business and Science)",https://accountsplace.co.ke/ads/studypool_standard_360_orders_96_2_badges_business_and_science1681637960,Standard,96%,"KES 34,000"
"Selling: Studypool standard, completed 75 orders, 88%, 4 badges (Business, humanities, economics, and engineering)",https://accountsplace.co.ke/ads/selling_studypool_standard_completed_75_orders_88_4_badges_business_humanities_economics_and_engineering1681637913,Standard,88%,"KES 12,000"
Studypool rising star 48 orders 98% economics health medical maths and science badge,https://accountsplace.co.ke/ads/studypool_rising_star_48_orders_98_economics_health_medical_maths_and_science_badge1681583210,Rising star,98%,"KES 41,000"
Verified Binance  Account,https://accountsplace.co.ke/ads/verified_binance_account1681582989,2,5,"KES 2,500"
selling new transcribe me and go transcript,https://accountsplace.co.ke/ads/selling_new_transcribe_me_and_go_transcript1681559988,new,new,"KES 8,000"
Gold mine Writerslab Junior,https://accountsplace.co.ke/ads/gold_mine_writerslab_junior1681557681,expert,95,"KES 150,000"
"Nerdy Turtlez, brand new & used ones. Both technical and non technical subjects.",https://accountsplace.co.ke/ads/nerdy_turtlez_brand_new_used_ones_both_technical_and_non_technical_subjects1681552591,New & used,Base rates 0.7,"KES 20,000"
"Brand new Edusson, adaptation program completed.",https://accountsplace.co.ke/ads/brand_new_edusson_adaptation_program_completed1681552409,Beginner,New,"KES 108,000"
"TB Level 4, usa, rated, 61 orders",https://accountsplace.co.ke/ads/tb_level_4_usa_rated_61_orders1681552242,4,4,"KES 58,000"
BRANDNEW FREELANCE WRITING.CENTER,https://accountsplace.co.ke/ads/brandnew_freelance_writingcenter1681552184,NEW,N/A,"KES 55,000"
NEW EDUSSON WITH INTACT CREDENTIALS,https://accountsplace.co.ke/ads/new_edusson_with_intact_credentials1681552137,NEW,N/A,"KES 115,000"
"ESSAYPRO  DONE 450 ORDERS RATED 4.6,99 % WITH MARTA  AS THE MANAGER",https://accountsplace.co.ke/ads/essaypro_done_450_orders_rated_4699_with_marta_as_the_manager1681552097,ACTIVE,4.6 & 99%,"KES 235,000"
Academia research advanced 3 takes 200 orders health science available,https://accountsplace.co.ke/ads/academia_research_advanced_3_takes_200_orders_health_science_available1683617571,Used,Used,"KES 110,000"
4writers college level done 1500 orders 0ne take on sale,https://accountsplace.co.ke/ads/4writers_college_level_done_1500_orders_0ne_take_on_sale1683615666,Used,Used,"KES 68,000"
NEW GO TRANSCRIPT,https://accountsplace.co.ke/ads/new_go_transcript1683613202,New,5,"KES 36,000"
"Nerdyturtlez Psychology, Sociology, Nursing",https://accountsplace.co.ke/ads/nerdyturtlez_psychology_sociology_nursing1683612314,0.7 New,100,"KES 17,000"
Nerdy Management and HRM,https://accountsplace.co.ke/ads/nerdy_management_and_hrm1683612217,0.7 New,100,"KES 17,000"
We Write Blog Posts - 10k words per Week,https://accountsplace.co.ke/ads/we_write_blog_posts_10k_words_per_week1683611376,N/A,N/A,"KES 50,000"
Writedom probation,https://accountsplace.co.ke/ads/writedom_probation1683611354,Probation,4.6,"KES 38,000"
Writershub Junior for a quick sale,https://accountsplace.co.ke/ads/writershub_junior_for_a_quick_sale1683610039,Junior,24KPI,"KES 22,000"
Writershub Probation Done 1 order,https://accountsplace.co.ke/ads/writershub_probation_done_1_order1683609605,Probation,100%,"KES 13,500"
"Just in: Studypool RISING STAR, completed 14 orders, rating 100%, 2 badges (Business & Humanities)",https://accountsplace.co.ke/ads/just_in_studypool_rising_star_completed_14_orders_rating_100_2_badges_business_humanities1683608262,Rising star,100%,"KES 29,000"
"Studypool TopTutor level, completed 100+ orders, 97%, 3 badges (Business, Humanities, and Health medical)",https://accountsplace.co.ke/ads/studypool_toptutor_level_completed_100_orders_97_3_badges_business_humanities_and_health_medical1685510783,Top Tutor,97%,"KES 70,000"
"ESSAYPRO ACTIVE DONE 35000 ORDERS RATED 99%,4.9 WITH 70 BIDS PER 8 HOURS",https://accountsplace.co.ke/ads/essaypro_active_done_35000_orders_rated_9949_with_70_bids_per_8_hours1685510350,ACTIVE STATUS,4.9 & 99%,"KES 475,000"
"Essaypro Active Rated 4.9, success rate 99%,  Completed 3500+ orders, Manager  Oliver 📩 for more details. 210/24hrs bid limit active",https://accountsplace.co.ke/ads/essaypro_active_rated_49_success_rate_99_completed_3500_orders_manager_oliver_for_more_details_21024hrs_bid_limit_active1685509762,Active,Active,"KES 420,000"
WRITERSLAB FRESHMAN DONE 3 ORDERS RATED 94%,https://accountsplace.co.ke/ads/writerslab_freshman_done_3_orders_rated_941685509707,FRESHMAN,94%,"KES 65,000"
"ESSAYPRO ACTIVE DONE 650 ORDERS RATED 4.9,98% WITH 35 BID LIMIT PER 8 HOURS",https://accountsplace.co.ke/ads/essaypro_active_done_650_orders_rated_4998_with_35_bid_limit_per_8_hours1685509561,USED,4.9,"KES 325,000"
WRITERSHUB SENIOR DONE 500 ORDERS WITH KPI OF 44,https://accountsplace.co.ke/ads/writershub_senior_done_500_orders_with_kpi_of_441685509366,SENIOR,KPI 44,"KES 64,000"
Essaywriters intermediate done 1200 orders available,https://accountsplace.co.ke/ads/essaywriters_intermediate_done_1200_orders_available1685508843,Used,Used,"KES 110,000"
"Studypool RISING STAR, rated 89% after 16 questions, 3 badges (Business, Humanities, and Economics). Has $21 inclusive",https://accountsplace.co.ke/ads/studypool_rising_star_rated_89_after_16_questions_3_badges_business_humanities_and_economics_has_21_inclusive1685507544,Rising star,89%,"KES 10,000"
"Studypool standard level, rated 93%, completed over 40 orders, 5 key badges (Business, Health medical, Science, Economics, and Law)",https://accountsplace.co.ke/ads/studypool_standard_level_rated_93_completed_over_40_orders_5_key_badges_business_health_medical_science_economics_and_law1685507428,Standard,93%,"KES 20,000"
"Studypool standard, 80+ orders, 94%, 5 badges (Humanities, Health medical, Economics, Math, and Comp Science)",https://accountsplace.co.ke/ads/studypool_standard_80_orders_94_5_badges_humanities_health_medical_economics_math_and_comp_science1685507363,Standard,94%,"KES 27,000"
Studypool partner,https://accountsplace.co.ke/ads/studypool_partner1684853776,Toptutor,97/100,"KES 103,000"
EDUSSON INTERMEDIATE DONE 850 PLUS ORDERS RATED 4.8 WITH DAILY RETURNING CLIENTS,https://accountsplace.co.ke/ads/edusson_intermediate_done_850_plus_orders_rated_48_with_daily_returning_clients1684849179,INTERMEDIATE,4.8,"KES 115,000"
EDUSSON BEGINNER DONE 12 ORDERS RATED 4.7,https://accountsplace.co.ke/ads/edusson_beginner_done_12_orders_rated_471684848807,BEGINNER,4.7,"KES 100,000"
EDUSSON BEGINNER DONE 10 ORDERS RATED 5,https://accountsplace.co.ke/ads/edusson_beginner_done_10_orders_rated_51684848771,BEGINNER,5,"KES 127,000"
STUDYPOOL PARTNEER US PROFILE DONE 3 ORDERS RATED 100%,https://accountsplace.co.ke/ads/studypool_partneer_us_profile_done_3_orders_rated_1001684848617,PARTNER,100%,"KES 105,000"
"STUDYPOOL TOP TUTOR RATED 100% DONE 13 ORDERS BUSINMESS,HUMANITIES AND WRITING BADGES",https://accountsplace.co.ke/ads/studypool_top_tutor_rated_100_done_13_orders_businmesshumanities_and_writing_badges1684848529,TOP TUTOR,100%,"KES 68,000"
WRITERSLAB FRESHMAN NEW WITH NON TECHNICAL SUBJECTS,https://accountsplace.co.ke/ads/writerslab_freshman_new_with_non_technical_subjects1684848437,NEW,N/A,"KES 78,000"
NEW ACADEMIA RESEARCH BIOLOGY,https://accountsplace.co.ke/ads/new_academia_research_biology1684848399,NEW,N/A,"KES 65,000"
NEW WRITERBASY KENYAN PROFILE,https://accountsplace.co.ke/ads/new_writerbasy_kenyan_profile1684848355,NEW,N/A,"KES 105,000"
WRITERBAY INDIAN PROFILE DONE 20 ORDERS [NEWCOMER0 2 AUTO TAKES,https://accountsplace.co.ke/ads/writerbay_indian_profile_done_20_orders_newcomer0_2_auto_takes1684848292,NEWCOMER,N/A,"KES 130,000"
Studypool standard,https://accountsplace.co.ke/ads/studypool_standard1680602281,1,96%,"KES 28,000"
Uvocorp rated 80% 3 takes completed 13 orders,https://accountsplace.co.ke/ads/uvocorp_rated_80_3_takes_completed_13_orders1680600345,N/A,80%,"KES 950,000"
Hawk research active,https://accountsplace.co.ke/ads/hawk_research_active1680600256,Used,10/10,"KES 28,000"
2 star 24writers with cpp from $(7 -12),https://accountsplace.co.ke/ads/2_star_24writers_with_cpp_from_7_121680600135,2 stars,100,"KES 45,000"
24writer 1 star,https://accountsplace.co.ke/ads/24writer_1_star1680600063,1 star.,100,"KES 27,000"
Studypool done 23 orders top tutor partner 96% 2 badges 2 in progress 28 days to moderation available,https://accountsplace.co.ke/ads/studypool_done_23_orders_top_tutor_partner_96_2_badges_2_in_progress_28_days_to_moderation_available1680599734,Used,Usee,"KES 75,000"
Uvocorp technical cd middle b 50percent used programming stats and computer science subjects,https://accountsplace.co.ke/ads/uvocorp_technical_cd_middle_b_50percent_used_programming_stats_and_computer_science_subjects1680599635,Used,Used,"KES 70,000"
Brand New Edusson,https://accountsplace.co.ke/ads/brand_new_edusson1680598967,Beginner 0 orders,0.0,"KES 115,000"
new go transcript available,https://accountsplace.co.ke/ads/new_go_transcript_available1680596877,new,new,"KES 15,000"
Brand new Proficient Writers (probation level)  0 mileage,https://accountsplace.co.ke/ads/brand_new_proficient_writers_probation_level_0_mileage1680596431,probation,new,"KES 30,000"
Eduson Account urgent sale 4.8 after 800+ orders,https://accountsplace.co.ke/ads/eduson_account_urgent_sale1684125158,Intermediate,4.8,"KES 90,000"
Nipesteady content,https://accountsplace.co.ke/ads/nipesteady_content1684083775,New verified,100,"KES 5,000"
scribie available,https://accountsplace.co.ke/ads/scribie_available1684075927,new,new,"KES 1,500"
both new and used go transcript available,https://accountsplace.co.ke/ads/both_new_and_used_go_transcript_available1684075887,new,new,"KES 15,000"
legal corrector available,https://accountsplace.co.ke/ads/legal_corrector_available1684075786,87,87,"KES 35,000"
datagain general and legals available,https://accountsplace.co.ke/ads/datagain_general_and_legals_available1684075730,2,2,"KES 15,000"
Writedom Probation Active Account,https://accountsplace.co.ke/ads/writedom_probation_active_account1684070055,Probation,4.2,"KES 30,000"
Brand new Proficient Writers,https://accountsplace.co.ke/ads/brand_new_proficient_writers1684069430,new,new,"KES 15,000"
Brand new VIP writers male and female,https://accountsplace.co.ke/ads/brand_new_vip_writers_male_and_female1684069299,new,new,"KES 13,000"
"Academia Research First Class level just in, with 6 orders in progress",https://accountsplace.co.ke/ads/academia_research_first_class_level_just_in_with_6_orders_in_progress1684069191,First Class level,9,"KES 200,000"
Selling Nerdy Turtlez non technical acxounts,https://accountsplace.co.ke/ads/selling_nerdy_turtlez_non_technical_acxounts1684563977,New,0.7/0.7,"KES 18,000"
"Studypool Top Tutor, 350+ orders, rated 99%, 6 prime badges (Business, Humanities, WRITING, Health Medical, Economics, and Math). 75% of orders done are above $15",https://accountsplace.co.ke/ads/studypool_top_tutor_350_orders_rated_99_6_prime_badges_business_humanities_writing_health_medical_economics_and_math_75_of_orders_done_are_above_151684562152,Top Tutor,99%,"KES 125,000"
"Writedom Probation, completed 70 orders, rated 4.7. Has $28 ndani. Veery active",https://accountsplace.co.ke/ads/writedom_probation_completed_70_orders_rated_47_has_28_ndani_veery_active1684561397,Probation,4.7,"KES 53,000"
"Studypool Standard level, 150+ orders, rated 90%, 3 badges (Health Medical & Economics).",https://accountsplace.co.ke/ads/studypool_standard_level_150_orders_rated_90_3_badges_health_medical_economics1684561342,Standard,90%,"KES 14,000"
🔥Essaypro on quick Sale      Orders 600      Rating 97% 4.9       Bid limit 60       Manager Victoria       Price: affordable 🔥,https://accountsplace.co.ke/ads/essaypro_on_quick_sale_orders_600_rating_97_49_bid_limit_60_manager_victoria_price_affordable1684561269,Used,99%,KES 320
"Studypool TOP TUTOR, 160+ orders, 97%, 4 badges (Business, Humanities, Health Medical, and Economics). Has some $$$",https://accountsplace.co.ke/ads/studypool_top_tutor_160_orders_97_4_badges_business_humanities_health_medical_and_economics_has_some1684561139,Top Tutor,97%,"KES 68,000"
"Studypool rising star, rated 100% after 6 orders, 2 badges (Humanities and Law)",https://accountsplace.co.ke/ads/studypool_rising_star_rated_100_after_6_orders_2_badges_humanities_and_law1684561105,Rising star,100%,"KES 25,000"
Selling Nerdy Turtlez non technical.,https://accountsplace.co.ke/ads/selling_nerdy_turtlez_non_technical1684560296,Brand New,100,"KES 17,000"
Selling,https://accountsplace.co.ke/ads/selling1684559647,Brand New,100,"KES 18,000"
"Studypool toptutor 99%,300+ orders with 6 badges humanities, business, writing, economics, health care and maths",https://accountsplace.co.ke/ads/studypool_toptutor_99300_orders_with_6_badges_humanities_business_writing_economics_health_care_and_maths1684557371,Top tutor,99%,"KES 140,000"
"Studypool standard, 1300+ orders, 94%, 6 badges (Business, humanities, health medical, Science, comp science, and Programming). Active. Lots of invites. GOOD DEAL",https://accountsplace.co.ke/ads/studypool_standard_1300_orders_94_6_badges_business_humanities_health_medical_science_comp_science_and_programming_active_lots_of_invites_good_deal1685573818,Standard,94,"KES 45,000"
WRITEDOM PROBATION LEVEL NEW KENYAN,https://accountsplace.co.ke/ads/writedom_probation_level_new_kenyan1685564163,PROBATION,N/A,"KES 50,000"
WRITEDOM REGULAR LEVEL NEW KENYAN,https://accountsplace.co.ke/ads/writedom_regular_level_new_kenyan1685564127,REGULAR,N/A,"KES 63,000"
"*PRIME SALE* 🔷🔷🔷🔷🔷🔷 *ESSAYPRO RATED 4.8,98% DONE 700+ ORDERS,3 ORDERS IN PROGRESS WITH 15 BID LIMIT PER 8 HOURS,,, FEMALE",https://accountsplace.co.ke/ads/prime_sale_essaypro_rated_4898_done_700_orders3_orders_in_progress_with_15_bid_limit_per_8_hours_female1685563777,ACTIVE STATUS,98%,"KES 330,000"
"WRITERSLAB FRESHMAN DONE 40 ORDERS RATED 93%,1 ORDER IN PROGRESS WITH NON TECHNICAL SUBJECTS",https://accountsplace.co.ke/ads/writerslab_freshman_done_40_orders_rated_931_order_in_progress_with_non_technical_subjects1685563704,FRESHMAN,93%,"KES 65,000"
"Writershub Junior level done 14 orders with 5k ndani , no KPI yet",https://accountsplace.co.ke/ads/writershub_junior_level_done_14_orders_with_5k_ndani_no_kpi_yet1685554199,junior,no kpi,"KES 23,000"
Brand new ProWritersTine (an affiliate of Writerslabs),https://accountsplace.co.ke/ads/brand_new_prowriterstine_an_affiliate_of_writerslabs1685553705,new,new,"KES 75,000"
Brand new Writerslabs Kenyan profile with purely non-technical subjects,https://accountsplace.co.ke/ads/brand_new_writerslabs_kenyan_profile_with_purely_non_technical_subjects1685553573,Freshman,new,"KES 75,000"
Transcription Staff,https://accountsplace.co.ke/ads/transcription_staff1685551686,NEW,New,"KES 3,000"
Scribie transcription,https://accountsplace.co.ke/ads/scribie_transcription1685544572,New,New,"KES 1,500"
"NerdyTurtlez. Management, HRM & Sociology subjects",https://accountsplace.co.ke/ads/nerdyturtlez_management_hrm_sociology_subjects1682894764,New,0.7,"KES 21,000"
"Writershub Senior, Done 58, KPI 41.9",https://accountsplace.co.ke/ads/writershub_senior_done_58_kpi_4191682886649,Senior,100,"KES 54,000"
WB,https://accountsplace.co.ke/ads/wb1682868618,N/A,4.5,"KES 50,000"
Writerbay Account,https://accountsplace.co.ke/ads/writerbay_account1682868484,BEGINNER,4.5,"KES 50,000"
Writerbay,https://accountsplace.co.ke/ads/writerbay1682868328,BEGINNER,4.56,"KES 50,000"
speech pad,https://accountsplace.co.ke/ads/speech_pad1682866038,98,98,"KES 13,000"
verified werkit available,https://accountsplace.co.ke/ads/verified_werkit_available1682866000,3.83,3.83,"KES 20,000"
brand new transcribe me,https://accountsplace.co.ke/ads/brand_new_transcribe_me1682865962,new,new,"KES 8,000"
selling british editor account,https://accountsplace.co.ke/ads/selling_british_editor_account1682865919,3.83,3.83,"KES 35,000"
Go  transcript,https://accountsplace.co.ke/ads/go_transcript1682865769,new,new,"KES 17,000"
UVO UNIVERSITY B 70%,https://accountsplace.co.ke/ads/uvo_university_b_701683257109,UNIVERSITY,70,"KES 125,000"
Edusson,https://accountsplace.co.ke/ads/edusson1683251841,Beginning,4.0,"KES 150,000"
EDUSSON INTERMEDIATE,https://accountsplace.co.ke/ads/edusson_intermediate1683248154,INTERMEDIATE,4.5,"KES 100,000"
Hot sale. Labs freshman rated 93% anc completed 500+ with many return clinet and a good earning history,https://accountsplace.co.ke/ads/hot_sale_labs_freshman_rated_93_anc_completed_500_with_many_return_clinet_and_a_good_earning_history1683235788,Freshman,93%,KES 83
WritersLabs,https://accountsplace.co.ke/ads/writerslabs1683235539,Freshman,93%,KES 85
Writershub Probation (done 1 order),https://accountsplace.co.ke/ads/writershub_probation_done_1_order1683228513,Probation,100%,"KES 13,500"
NANUNUA: ESSAYPRO 98% 4.8 1500+ ORDERS  Type : 98% Rating: 4.8+,https://accountsplace.co.ke/ads/nanunua_essaypro_98_48_1500_orders_type_98_rating_481683225909,98%,4.8+,"KES 300,000"
Nerdy tutzle,https://accountsplace.co.ke/ads/nerdy_tutzle1683223550,Goldstar,0.7,"KES 23,000"
FOCUS FORWARD,https://accountsplace.co.ke/ads/focus_forward1683219999,1,1000,"KES 10,000"
Textbroker level 4 us profile,https://accountsplace.co.ke/ads/textbroker_level_4_us_profile1683214960,4,,"KES 50,000"
BRAND NEW WRITERSLAB,https://accountsplace.co.ke/ads/brand_new_writerslab1684330649,Freshman,100/100,"KES 60,000"
Writerslab New Female..Non-tech subjects- whatsapp 4 more info,https://accountsplace.co.ke/ads/writerslab_new_femalenon_tech_subjects_whatsapp_4_more_info1684329275,New,100,"KES 70,000"
"Studypool rising star, 9 orders, 100%, 3 badges (Humanities, Economics, and Comp Science). Few orders to top tutor@",https://accountsplace.co.ke/ads/studypool_rising_star_9_orders_100_3_badges_humanities_economics_and_comp_science_few_orders_to_top_tutor_at1684324950,Rising star,100,"KES 26,000"
"Hub jnr, kpi 20",https://accountsplace.co.ke/ads/hub_jnr_kpi_201684323449,Jnr,Kpi 20,"KES 26,000"
*ESSAYPRO ON QUICK SALE*🔥 RATINGS: 4.8* 95% BID LIMIT: 135/ 24HRS *ORDERS: 3800++* MANAGER: JULIA PROFILE: MALE *PRICE: AFFORDABLE SANA!*,https://accountsplace.co.ke/ads/essaypro_on_quick_sale_ratings_48_95_bid_limit_135_24hrs_orders_3800_manager_julia_profile_male_price_affordable_sana1684320068,Used,Used,"KES 450,000"
"4WRITERS DONE 300+ ORDERS 95% UNIVERSITY WITH ONE TAKE , BANK ATM N PAYONEER AVAILABLE",https://accountsplace.co.ke/ads/4writers_done_300_orders_95_university_with_one_take_bank_atm_n_payoneer_available1684319545,University,95%,"KES 99,000"
*TSM 65 Slots 500 Rated*   *@285k* *Available*,https://accountsplace.co.ke/ads/tsm_65_slots_500_rated_at_285k_available1684319283,Used,Used,"KES 285,000"
ESSAYPRO 1500 ORDERS 90% 4.9TESS15/8HRS NON TECHNICAL WITH PROFILE OWNER N PAYONEER AVAILABLE,https://accountsplace.co.ke/ads/essaypro_1500_orders_90_49tess158hrs_non_technical_with_profile_owner_n_payoneer_available1684316813,Active,4.9,"KES 120,000"
"ESSAYPRO 1100+ orders 94% ACTIVE RATED 4.9 , MADDISON",https://accountsplace.co.ke/ads/essaypro_1100_orders_94_active_rated_49_maddison1684316646,Active,4.9,"KES 220,000"
"WRITERS HUB JUNIOR, distress sale!!!!!",https://accountsplace.co.ke/ads/writers_hub_junior_distress_sale1684316524,Junior,KPI 20,"KES 16,000"
WRITERSLABS KENYAN PROFILE BRAND MALE NON-TECHNICAL AVAILABLE.,https://accountsplace.co.ke/ads/writerslabs_kenyan_profile_brand_male_non_technical_available1685396640,NEW,,"KES 62,500"
"STUDYPOOL PARTNER RISING STAR US PROFILE 100%, 3 ORDERS 3 BADGES BUSINESS, HUMANITIES & WRITING AVAILABLE.",https://accountsplace.co.ke/ads/studypool_partner_rising_star_us_profile_100_3_orders_3_badges_business_humanities_writing_available1685396521,NEW TUTOR,100%,"KES 75,000"
WRITERBAY KENYAN PROFILE BRAND NEW AVAILABLE.,https://accountsplace.co.ke/ads/writerbay_kenyan_profile_brand_new_available1685396145,NEW,,"KES 99,000"
SELLING STUDYBAY SAVANT DONE 142+  ORDERS RATED 5* ACTIVE ACCOUNT WITH ALL CREDENTIALS,https://accountsplace.co.ke/ads/selling_studybay_savant_done_142_orders_rated_5_active_account_with_all_credentials1685392085,Savant,5,"KES 149,000"
STUDYPOOL PARTNER TOP TUTOR DONE 130 ORDERS RATED 99% USA PROFILE WITH 3 BADGES,https://accountsplace.co.ke/ads/studypool_partner_top_tutor_done_130_orders_rated_99_usa_profile_with_3_badges1685390753,Top,99%,"KES 208,000"
Writerbay group account 7500+ orders 12 in progress 15 takes 4.64 Kenyan profile,https://accountsplace.co.ke/ads/writerbay_group_account_7500_orders_12_in_progress_15_takes_464_kenyan_profile1685390591,Group,4.64,"KES 390,000"
Writershub Senior account On sale,https://accountsplace.co.ke/ads/writershub_senior_account_on_sale1685386904,Senior,100,"KES 58,000"
Nerdy New and Used non technical accounts on sale,https://accountsplace.co.ke/ads/nerdy_new_and_used_non_technical_accounts_on_sale1685386841,New and Used,0.7/0.7,"KES 20,000"
Brandnew studydaddy,https://accountsplace.co.ke/ads/brandnew_studydaddy1685385351,New,New,"KES 5,000"
"STUDYPOOL PARTNER RISING STAR DONE 3 ORDERS RATED 100% US PROFILE WITH BUSINESS, HUMANITY & WRITING BADGES",https://accountsplace.co.ke/ads/studypool_partner_rising_star_done_3_orders_rated_100_us_profile_with_business_humanity_writing_badges1685385032,RISING STAR,100%,"KES 90,000"
"Uvocorp Expert 80%, safi",https://accountsplace.co.ke/ads/uvocorp_expert_80_safi1682585464,Expert,80,"KES 140,000"
"Studypool Standard acc, 110+ orders, 89%, 2 badges (Business and Humanities)",https://accountsplace.co.ke/ads/studypool_standard_acc_110_orders_89_2_badges_business_and_humanities1684991637,Standard,89%,"KES 12,000"
Proficient Brand New,https://accountsplace.co.ke/ads/proficient_brand_new1682585399,New,New,"KES 20,000"
"Studypool RISING STAR, 9 orders, 100%, 3 badges (Humanities, Economics, and Comp Science)",https://accountsplace.co.ke/ads/studypool_rising_star_9_orders_100_3_badges_humanities_economics_and_comp_science1684991604,Rising star,100%,"KES 25,000"
"Studypool Top Tutor, 350+ orders, rated 99%, 6 prime badges (Business, Humanities, WRITING, Health Medical, Economics, and Math). 75% of orders done are above $15",https://accountsplace.co.ke/ads/studypool_top_tutor_350_orders_rated_99_6_prime_badges_business_humanities_writing_health_medical_economics_and_math_75_of_orders_done_are_above_151684991570,Top Tutor,99%,"KES 115,000"
Werkit editor with good rating,https://accountsplace.co.ke/ads/werkit_editor_with_good_rating1684991476,3.9,3.9,"KES 20,000"
Scribie transcription and reviewer available,https://accountsplace.co.ke/ads/scribie_transcription_and_reviewer_available1684991388,5,5,"KES 2,000"
Writerbay Kenyan,https://accountsplace.co.ke/ads/writerbay_kenyan1684967780,New,5/5,KES 105
Textbroker,https://accountsplace.co.ke/ads/textbroker1684967688,Level 4,,KES 60
Edusson advanced,https://accountsplace.co.ke/ads/edusson_advanced1684967570,Advanced,4.8,KES 120
Turtlez Nerdy accounts on Quick sale done 12 orders,https://accountsplace.co.ke/ads/turtlez_nerdy_accounts_on_quick_sale_done_12_orders1684959190,Used,0.7/0.7,"KES 20,000"
Edusson Intermediate Level,https://accountsplace.co.ke/ads/edusson_intermediate_level1684959077,Intermediate,4.7,"KES 75,000"
"WRITERSLABS DONE 750, 95%, FRESHMAN, CLEAN",https://accountsplace.co.ke/ads/writerslabs_done_750_95_freshman_clean1682585345,Freshman,95,"KES 75,000"
BRAND NEW WRITERSLABS+SIM.,https://accountsplace.co.ke/ads/brand_new_writerslabssim1682585275,New,New,"KES 83,000"
"TSM GROUP RATED 26, 8 SLOTS, OWN SIM.",https://accountsplace.co.ke/ads/tsm_group_rated_26_8_slots_own_sim1682585222,26,26,"KES 55,000"
"Uvocorp Pro, 90%, Real Owner.",https://accountsplace.co.ke/ads/uvocorp_pro_90_real_owner1682585156,pro,90,"KES 270,000"
